Version,Service,tags,Type,Long Title,Indice,1970,1971,1972,1973,1974,1975,1976,197T,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Joint Inflation Calculator April 2019,m,O&M,Weighted,"O&MMC (COMPOSITE) Operations & Maintenance, Marine Corps (1106)",O&M  MC COMP,0.1542,0.1623,0.1709,0.1794,0.2027,0.2328,0.2491,0.2599,0.2710,0.2926,0.3188,0.3604,0.3923,0.4149,0.4312,0.4445,0.4579,0.4660,0.4780,0.4917,0.5109,0.5305,0.5574,0.5720,0.5878,0.5985,0.6087,0.6208,0.6307,0.6407,0.6506,0.6639,0.6793,0.6911,0.7021,0.7212,0.7496,0.7948,0.8159,0.8403,0.8515,0.8686,0.8854,0.8980,0.9064,0.9159,0.9245,0.9321,0.9507,0.9710,0.9945,1.0091,1.0265,1.0471,1.0688,1.0905,1.1127,1.1354,1.1586,1.1823,1.2064,1.2310,1.2561,1.2818,1.3080,1.3346,1.3619,1.3897,1.4181,1.4470,1.4765,1.5067,1.5374,1.5688,1.6008,1.6335,1.6669,1.7009,1.7356,1.7710,1.8072,1.8441,1.8817,1.9201,1.9593,1.9993,2.0401,2.0818,2.1243,2.1676,2.2119,2.2570
Joint Inflation Calculator April 2019,m,O&M,Weighted,"O&MMC (Purchases) = Operations & Maintenance, Marine Corps (1106)",O&M  MC Purch,0.1631,0.1695,0.1767,0.1848,0.2119,0.2482,0.2644,0.2775,0.2876,0.3107,0.3412,0.3850,0.4185,0.4424,0.4612,0.4781,0.4930,0.5069,0.5216,0.5401,0.5624,0.5847,0.6068,0.6224,0.6375,0.6503,0.6624,0.6752,0.6837,0.6902,0.6976,0.7080,0.7172,0.7242,0.7358,0.7528,0.7808,0.7993,0.8185,0.8372,0.8469,0.8595,0.8759,0.8912,0.9008,0.9127,0.9232,0.9371,0.9548,0.9748,0.9943,1.0142,1.0344,1.0551,1.0762,1.0978,1.1197,1.1421,1.1650,1.1883,1.2120,1.2363,1.2610,1.2862,1.3119,1.3382,1.3649,1.3922,1.4201,1.4485,1.4774,1.5070,1.5371,1.5679,1.5992,1.6312,1.6638,1.6971,1.7311,1.7657,1.8010,1.8370,1.8738,1.9112,1.9495,1.9884,2.0282,2.0688,2.1101,2.1524,2.1954,2.2393
Joint Inflation Calculator April 2019,m,,Weighted,"O&MMCR (COMPOSITE) Operations & Maintenance, Marine Corps Reserve (1107)",O&M  MCR COMP,0.1600,0.1670,0.1747,0.1828,0.2083,0.2423,0.2586,0.2706,0.2813,0.3037,0.3330,0.3809,0.4148,0.4390,0.4559,0.4701,0.4837,0.4939,0.5063,0.5219,0.5430,0.5627,0.5933,0.6058,0.6212,0.6349,0.6449,0.6579,0.6668,0.6760,0.6830,0.6924,0.7061,0.7143,0.7234,0.7412,0.7693,0.7948,0.8140,0.8380,0.8486,0.8645,0.8810,0.8938,0.9027,0.9151,0.9240,0.9330,0.9513,0.9722,0.9946,1.0125,1.0316,1.0519,1.0733,1.0948,1.1169,1.1394,1.1624,1.1858,1.2097,1.2341,1.2590,1.2844,1.3103,1.3367,1.3637,1.3912,1.4192,1.4478,1.4770,1.5068,1.5372,1.5682,1.5998,1.6321,1.6650,1.6986,1.7328,1.7677,1.8034,1.8398,1.8769,1.9147,1.9533,1.9927,2.0329,2.0739,2.1157,2.1583,2.2019,2.2463
Joint Inflation Calculator April 2019,n,O&M,Weighted,"O&MN (COMPOSITE) Operations & Maintenance, Navy (1804)",O&MN COMP,0.1350,0.1432,0.1517,0.1594,0.1767,0.2000,0.2148,0.2219,0.2336,0.2517,0.2750,0.3384,0.3719,0.3961,0.4051,0.4121,0.4219,0.4242,0.4326,0.4412,0.4580,0.4732,0.5109,0.5179,0.5326,0.5446,0.5503,0.5619,0.5733,0.5893,0.5985,0.6098,0.6439,0.6588,0.6705,0.6931,0.7216,0.7747,0.7951,0.8372,0.8416,0.8688,0.8967,0.9030,0.9149,0.9210,0.9251,0.9200,0.9399,0.9633,0.9951,1.0042,1.0187,1.0377,1.0598,1.0814,1.1040,1.1271,1.1507,1.1748,1.1994,1.2245,1.2501,1.2762,1.3029,1.3302,1.3580,1.3865,1.4155,1.4451,1.4753,1.5062,1.5377,1.5699,1.6027,1.6363,1.6705,1.7055,1.7412,1.7776,1.8148,1.8528,1.8915,1.9311,1.9715,2.0128,2.0549,2.0979,2.1418,2.1866,2.2324,2.2791
Joint Inflation Calculator April 2019,n,O&M,Weighted,"O&MN (Purchases) Operations & Maintenance, Navy (1804)",O&MN Purch,0.1631,0.1695,0.1767,0.1848,0.2119,0.2482,0.2644,0.2775,0.2876,0.3107,0.3412,0.3850,0.4185,0.4424,0.4616,0.4790,0.4938,0.5098,0.5251,0.5410,0.5649,0.5879,0.6088,0.6231,0.6366,0.6494,0.6614,0.6739,0.6837,0.6899,0.6965,0.7064,0.7168,0.7251,0.7341,0.7535,0.7744,0.7961,0.8166,0.8329,0.8439,0.8546,0.8740,0.8854,0.8992,0.9108,0.9215,0.9357,0.9531,0.9732,0.9927,1.0126,1.0328,1.0535,1.0745,1.0960,1.1179,1.1403,1.1631,1.1864,1.2101,1.2343,1.2590,1.2842,1.3098,1.3360,1.3628,1.3900,1.4178,1.4462,1.4751,1.5046,1.5347,1.5654,1.5967,1.6286,1.6612,1.6944,1.7283,1.7629,1.7981,1.8341,1.8708,1.9082,1.9464,1.9853,2.0250,2.0655,2.1068,2.1489,2.1919,2.2358
Joint Inflation Calculator April 2019,n,O&M,Weighted,"O&MN/LF (COMPOSITE) Operations & Maintenance, Navy - Less Fuel (1804)",O&MN/LF COMP,0.1621,0.1725,0.1834,0.1932,0.2161,0.2437,0.2617,0.2721,0.2849,0.3074,0.3318,0.3645,0.3962,0.4187,0.4367,0.4520,0.4672,0.4754,0.4879,0.5019,0.5220,0.5423,0.5621,0.5801,0.5971,0.6060,0.6164,0.6283,0.6412,0.6530,0.6665,0.6853,0.7030,0.7203,0.7375,0.7611,0.7850,0.8073,0.8287,0.8487,0.8690,0.8843,0.8975,0.9017,0.9081,0.9172,0.9267,0.9393,0.9570,0.9754,0.9942,1.0046,1.0222,1.0435,1.0648,1.0868,1.1092,1.1321,1.1554,1.1792,1.2035,1.2284,1.2537,1.2795,1.3059,1.3328,1.3603,1.3883,1.4170,1.4462,1.4760,1.5064,1.5375,1.5692,1.6015,1.6345,1.6682,1.7026,1.7377,1.7736,1.8101,1.8474,1.8855,1.9244,1.9641,2.0046,2.0459,2.0881,2.1311,2.1750,2.2199,2.2656
Joint Inflation Calculator April 2019,n,,Weighted,"O&MNR (COMPOSITE) Operations & Maintenance, Naval Reserve (1806)",O&MNR COMP,0.1300,0.1359,0.1418,0.1496,0.1680,0.1939,0.2058,0.2117,0.2246,0.2418,0.2669,0.3323,0.3676,0.3949,0.4020,0.4040,0.4089,0.4105,0.4152,0.4189,0.4339,0.4419,0.5052,0.4991,0.5092,0.5284,0.5296,0.5418,0.5511,0.5713,0.5743,0.5560,0.6038,0.6117,0.6152,0.6356,0.6681,0.7345,0.7515,0.8167,0.7943,0.8379,0.8850,0.8994,0.9243,0.9266,0.9239,0.8967,0.9190,0.9487,0.9931,1.0053,1.0174,1.0338,1.0564,1.0774,1.1000,1.1231,1.1467,1.1707,1.1953,1.2204,1.2460,1.2721,1.2988,1.3261,1.3539,1.3823,1.4113,1.4410,1.4712,1.5021,1.5336,1.5658,1.5986,1.6322,1.6664,1.7014,1.7371,1.7735,1.8108,1.8488,1.8876,1.9272,1.9676,2.0089,2.0510,2.0941,2.1380,2.1829,2.2287,2.2755
Joint Inflation Calculator April 2019,n,,Weighted,"O&MNR (Purchases) = Operations & Maintenance, Naval Reserve (1806)",O&MNR Purch,0.1642,0.1707,0.1775,0.1878,0.2148,0.2497,0.2637,0.2731,0.2883,0.3108,0.3405,0.3761,0.4120,0.4395,0.4594,0.4773,0.4923,0.5072,0.5219,0.5404,0.5627,0.5831,0.6064,0.6254,0.6374,0.6499,0.6626,0.6742,0.6840,0.6893,0.6973,0.7076,0.7166,0.7234,0.7337,0.7522,0.7734,0.7966,0.8174,0.8314,0.8422,0.8531,0.8693,0.8838,0.8975,0.9091,0.9195,0.9324,0.9495,0.9697,0.9891,1.0089,1.0291,1.0496,1.0706,1.0920,1.1139,1.1362,1.1589,1.1821,1.2057,1.2298,1.2544,1.2795,1.3051,1.3312,1.3578,1.3850,1.4127,1.4409,1.4698,1.4991,1.5291,1.5597,1.5909,1.6227,1.6552,1.6883,1.7221,1.7565,1.7916,1.8275,1.8640,1.9013,1.9393,1.9781,2.0177,2.0580,2.0992,2.1412,2.1840,2.2277
Joint Inflation Calculator April 2019,n,O&M,Weighted,"OPN = Other Procurement, Navy (1810)",OPN,0.2013,0.2105,0.2162,0.2313,0.2547,0.2713,0.2925,0.3126,0.3221,0.3492,0.3860,0.4177,0.4443,0.4635,0.4810,0.4953,0.5099,0.5277,0.5467,0.5719,0.5937,0.6129,0.6240,0.6433,0.6507,0.6599,0.6713,0.6798,0.6875,0.6934,0.7021,0.7119,0.7214,0.7310,0.7455,0.7639,0.7854,0.8114,0.8291,0.8425,0.8536,0.8701,0.8829,0.8969,0.9093,0.9214,0.9343,0.9506,0.9698,0.9896,1.0094,1.0296,1.0502,1.0712,1.0926,1.1144,1.1367,1.1595,1.1826,1.2063,1.2304,1.2550,1.2801,1.3057,1.3318,1.3585,1.3857,1.4134,1.4416,1.4705,1.4999,1.5299,1.5605,1.5917,1.6235,1.6560,1.6891,1.7229,1.7573,1.7925,1.8283,1.8649,1.9022,1.9403,1.9791,2.0186,2.0590,2.1002,2.1422,2.1850,2.2287,2.2733
Joint Inflation Calculator April 2019,nm,O&M,Weighted,"PANMC = Procurement of Ammunition, Navy & Marine Corps (1508)",PAN   MC,0.1287,0.1406,0.1540,0.1713,0.1951,0.2193,0.2405,0.2533,0.2735,0.3003,0.3329,0.3710,0.4099,0.4483,0.4732,0.4877,0.5029,0.5182,0.5350,0.5542,0.5758,0.5966,0.6161,0.6314,0.6456,0.6577,0.6690,0.6815,0.6913,0.6993,0.7086,0.7176,0.7266,0.7342,0.7509,0.7709,0.7930,0.8132,0.8320,0.8444,0.8564,0.8736,0.8900,0.9028,0.9159,0.9287,0.9454,0.9634,0.9830,1.0028,1.0228,1.0433,1.0642,1.0854,1.1072,1.1293,1.1519,1.1749,1.1984,1.2224,1.2468,1.2718,1.2972,1.3232,1.3496,1.3766,1.4041,1.4322,1.4609,1.4901,1.5199,1.5503,1.5813,1.6129,1.6452,1.6781,1.7116,1.7459,1.7808,1.8164,1.8527,1.8898,1.9276,1.9661,2.0055,2.0456,2.0865,2.1282,2.1708,2.2142,2.2585,2.3036
Joint Inflation Calculator April 2019,m,Procurement,Weighted,"PMC = Procurement, Marine Corps (1109)",PMC,0.1718,0.1797,0.1846,0.1975,0.2175,0.2316,0.2500,0.2677,0.2748,0.3061,0.3395,0.3789,0.4182,0.4606,0.4784,0.4958,0.5100,0.5258,0.5442,0.5649,0.5863,0.6105,0.6274,0.6386,0.6549,0.6635,0.6764,0.6860,0.6900,0.6959,0.7047,0.7141,0.7222,0.7278,0.7443,0.7670,0.7889,0.8138,0.8296,0.8430,0.8545,0.8741,0.8848,0.8989,0.9106,0.9225,0.9362,0.9532,0.9727,0.9924,1.0123,1.0325,1.0532,1.0742,1.0957,1.1176,1.1400,1.1628,1.1860,1.2097,1.2339,1.2586,1.2838,1.3095,1.3357,1.3624,1.3896,1.4174,1.4458,1.4747,1.5042,1.5343,1.5649,1.5962,1.6282,1.6607,1.6939,1.7278,1.7624,1.7976,1.8336,1.8702,1.9076,1.9458,1.9847,2.0244,2.0649,2.1062,2.1483,2.1913,2.2351,2.2798
Joint Inflation Calculator April 2019,d,,Weighted,Defense Wide Procurement,PROC DoD,0.1941,0.2030,0.2107,0.2195,0.2322,0.2526,0.2693,0.2788,0.2894,0.3091,0.3360,0.3716,0.4110,0.4423,0.4639,0.4816,0.4979,0.5119,0.5257,0.5415,0.5642,0.5868,0.6120,0.6291,0.6461,0.6584,0.6702,0.6804,0.6878,0.6946,0.7034,0.7134,0.7223,0.7322,0.7471,0.7684,0.7902,0.8108,0.8276,0.8405,0.8517,0.8666,0.8806,0.8957,0.9066,0.9179,0.9317,0.9529,0.9721,0.9919,1.0118,1.0320,1.0526,1.0737,1.0952,1.1171,1.1394,1.1622,1.1855,1.2092,1.2333,1.2580,1.2832,1.3088,1.3350,1.3617,1.3889,1.4167,1.4451,1.4740,1.5034,1.5335,1.5642,1.5955,1.6274,1.6599,1.6931,1.7270,1.7615,1.7967,1.8327,1.8693,1.9067,1.9449,1.9838,2.0234,2.0639,2.1052,2.1473,2.1902,2.2340,2.2787
Joint Inflation Calculator April 2019,n,Development,Weighted,"RDT&EN (COMPOSITE) Research, Development, Test & Evaluation, Navy (1319)",RDTEN COMP,0.1872,0.1967,0.2065,0.2187,0.2379,0.2587,0.2745,0.2854,0.2943,0.3170,0.3485,0.3838,0.4185,0.4408,0.4617,0.4783,0.4932,0.5073,0.5223,0.5397,0.5624,0.5854,0.6064,0.6241,0.6387,0.6506,0.6631,0.6743,0.6827,0.6885,0.6968,0.7073,0.7172,0.7247,0.7354,0.7560,0.7760,0.8002,0.8198,0.8348,0.8457,0.8584,0.8787,0.8932,0.9025,0.9154,0.9267,0.9433,0.9606,0.9804,1.0000,1.0198,1.0402,1.0609,1.0822,1.1038,1.1259,1.1485,1.1714,1.1949,1.2188,1.2432,1.2681,1.2934,1.3193,1.3457,1.3726,1.4001,1.4281,1.4567,1.4858,1.5156,1.5459,1.5768,1.6084,1.6406,1.6734,1.7069,1.7411,1.7759,1.8114,1.8477,1.8847,1.9224,1.9608,2.0001,2.0401,2.0809,2.1226,2.1650,2.2084,2.2525
Joint Inflation Calculator April 2019,d,,Weighted,"Defense Wide Research, Development, Test & Evaluation",RDTE DoD,0.1941,0.2030,0.2107,0.2195,0.2322,0.2526,0.2693,0.2788,0.2894,0.3091,0.3360,0.3716,0.4110,0.4423,0.4639,0.4816,0.4979,0.5119,0.5257,0.5415,0.5642,0.5868,0.6120,0.6291,0.6390,0.6514,0.6638,0.6758,0.6845,0.6901,0.6978,0.7085,0.7183,0.7256,0.7368,0.7544,0.7761,0.7997,0.8196,0.8351,0.8455,0.8575,0.8741,0.8887,0.9010,0.9128,0.9237,0.9373,0.9554,0.9754,0.9949,1.0148,1.0351,1.0558,1.0769,1.0984,1.1204,1.1428,1.1657,1.1890,1.2128,1.2370,1.2618,1.2870,1.3127,1.3390,1.3658,1.3931,1.4209,1.4494,1.4784,1.5079,1.5381,1.5688,1.6002,1.6322,1.6649,1.6982,1.7321,1.7668,1.8021,1.8381,1.8749,1.9124,1.9507,1.9897,2.0295,2.0701,2.1115,2.1537,2.1968,2.2407
Joint Inflation Calculator April 2019,n,Development,Weighted,"RDT&EN (Purchases) = Research, Development, Test & Evaluation, Navy (1319)",RDTEN Purch,0.1889,0.1976,0.2066,0.2187,0.2378,0.2587,0.2739,0.2851,0.2930,0.3156,0.3485,0.3853,0.4204,0.4425,0.4624,0.4791,0.4940,0.5083,0.5233,0.5408,0.5636,0.5866,0.6077,0.6254,0.6398,0.6518,0.6644,0.6756,0.6839,0.6895,0.6976,0.7078,0.7175,0.7248,0.7354,0.7560,0.7759,0.8000,0.8196,0.8346,0.8453,0.8580,0.8785,0.8930,0.9024,0.9154,0.9267,0.9433,0.9606,0.9804,1.0000,1.0200,1.0404,1.0612,1.0824,1.1041,1.1262,1.1487,1.1717,1.1951,1.2190,1.2434,1.2682,1.2936,1.3195,1.3459,1.3728,1.4002,1.4282,1.4568,1.4859,1.5157,1.5460,1.5769,1.6084,1.6406,1.6734,1.7069,1.7410,1.7758,1.8113,1.8476,1.8845,1.9222,1.9607,1.9999,2.0399,2.0807,2.1223,2.1647,2.2080,2.2522
Joint Inflation Calculator April 2019,m,,Weighted,"RPMC (COMPOSITE) Reserve Personnel, Marine Corps (1108)",RPMC COMP,0.1182,0.1269,0.1445,0.1604,0.1719,0.1830,0.1925,0.1967,0.2034,0.2170,0.2309,0.2476,0.2910,0.3271,0.3415,0.3520,0.3656,0.3766,0.3853,0.3943,0.4088,0.4247,0.4426,0.4596,0.4751,0.4867,0.4985,0.5101,0.5233,0.5363,0.5520,0.5739,0.5961,0.6323,0.6651,0.6935,0.7180,0.7404,0.7591,0.7824,0.8105,0.8375,0.8532,0.8673,0.8815,0.8923,0.9015,0.9127,0.9298,0.9512,0.9743,1.0010,1.0264,1.0514,1.0769,1.1029,1.1295,1.1568,1.1848,1.2134,1.2427,1.2727,1.3034,1.3349,1.3672,1.4002,1.4340,1.4686,1.5041,1.5405,1.5777,1.6158,1.6548,1.6948,1.7357,1.7776,1.8206,1.8645,1.9096,1.9557,2.0029,2.0513,2.1009,2.1516,2.2036,2.2568,2.3113,2.3671,2.4243,2.4829,2.5429,2.6043
Joint Inflation Calculator April 2019,m,,Weighted,"RPMC (NONPAY Purchases) = Reserve Personnel, Marine Corps (1108)",RPMC Non-pay,0.1824,0.1895,0.1954,0.2070,0.2247,0.2375,0.2511,0.2650,0.2646,0.2793,0.3017,0.3244,0.4014,0.4319,0.4571,0.4728,0.4882,0.5034,0.5159,0.5329,0.5555,0.5794,0.6097,0.6243,0.6354,0.6482,0.6621,0.6735,0.6824,0.6880,0.6935,0.7046,0.7142,0.7215,0.7297,0.7494,0.7638,0.7876,0.8099,0.8277,0.8404,0.8497,0.8644,0.8799,0.8933,0.9058,0.9162,0.9281,0.9447,0.9651,0.9844,1.0041,1.0242,1.0447,1.0655,1.0869,1.1086,1.1308,1.1534,1.1764,1.2000,1.2240,1.2485,1.2734,1.2989,1.3249,1.3514,1.3784,1.4060,1.4341,1.4628,1.4920,1.5219,1.5523,1.5833,1.6150,1.6473,1.6803,1.7139,1.7481,1.7831,1.8188,1.8551,1.8922,1.9301,1.9687,2.0081,2.0482,2.0892,2.1310,2.1736,2.2171
Joint Inflation Calculator April 2019,n,,Weighted,"RPN (COMPOSITE) Reserve Personnel, Navy (1405)",RPN COMP,0.1190,0.1281,0.1469,0.1637,0.1752,0.1866,0.1963,0.2000,0.2074,0.2215,0.2353,0.2523,0.2953,0.3331,0.3472,0.3580,0.3719,0.3830,0.3922,0.4011,0.4157,0.4316,0.4489,0.4668,0.4839,0.4959,0.5079,0.5201,0.5340,0.5479,0.5648,0.5881,0.6093,0.6424,0.6712,0.6977,0.7220,0.7438,0.7621,0.7855,0.8135,0.8392,0.8554,0.8691,0.8833,0.8944,0.9037,0.9150,0.9320,0.9532,0.9757,1.0014,1.0261,1.0506,1.0757,1.1013,1.1276,1.1544,1.1820,1.2101,1.2390,1.2685,1.2987,1.3296,1.3613,1.3938,1.4270,1.4610,1.4958,1.5314,1.5679,1.6053,1.6436,1.6827,1.7228,1.7639,1.8059,1.8489,1.8930,1.9381,1.9843,2.0316,2.0800,2.1296,2.1803,2.2323,2.2854,2.3399,2.3957,2.4528,2.5112,2.5710
Joint Inflation Calculator April 2019,n,,Weighted,"RPN (NONPAY Purchases) = Reserve Personnel, Navy (1405)",RPN Non-pay,0.1822,0.1894,0.1953,0.2071,0.2247,0.2375,0.2511,0.2648,0.2645,0.2794,0.3017,0.3248,0.4014,0.4319,0.4561,0.4727,0.4883,0.5024,0.5176,0.5347,0.5569,0.5824,0.6074,0.6224,0.6362,0.6482,0.6606,0.6739,0.6826,0.6880,0.6935,0.7054,0.7140,0.7227,0.7317,0.7497,0.7699,0.7919,0.8122,0.8296,0.8419,0.8509,0.8652,0.8801,0.8937,0.9063,0.9160,0.9279,0.9447,0.9651,0.9844,1.0041,1.0242,1.0446,1.0655,1.0869,1.1086,1.1308,1.1534,1.1764,1.2000,1.2240,1.2485,1.2734,1.2989,1.3249,1.3514,1.3784,1.4060,1.4341,1.4628,1.4920,1.5219,1.5523,1.5833,1.6150,1.6473,1.6803,1.7139,1.7481,1.7831,1.8188,1.8551,1.8922,1.9301,1.9687,2.0081,2.0482,2.0892,2.1310,2.1736,2.2171
Joint Inflation Calculator April 2019,n,Procurement,Weighted,"SCN = Shipbuilding & Conversion, Navy (1611)",SCN,0.1472,0.1635,0.1843,0.2144,0.2415,0.2706,0.2942,0.3279,0.3321,0.3734,0.3851,0.4363,0.4608,0.4834,0.4948,0.5098,0.5265,0.5459,0.5663,0.5905,0.6129,0.6296,0.6443,0.6569,0.6611,0.6758,0.6850,0.6938,0.7022,0.7126,0.7202,0.7310,0.7451,0.7467,0.7705,0.7867,0.8061,0.8208,0.8391,0.8526,0.8650,0.8808,0.8989,0.9124,0.9258,0.9401,0.9575,0.9759,0.9957,1.0158,1.0361,1.0568,1.0779,1.0995,1.1215,1.1439,1.1668,1.1901,1.2139,1.2382,1.2630,1.2882,1.3140,1.3403,1.3671,1.3944,1.4223,1.4508,1.4798,1.5094,1.5396,1.5703,1.6018,1.6338,1.6665,1.6998,1.7338,1.7685,1.8038,1.8399,1.8767,1.9142,1.9525,1.9916,2.0314,2.0720,2.1135,2.1558,2.1989,2.2428,2.2877,2.3335
Joint Inflation Calculator April 2019,n,Procurement,Weighted,"SCN (NAVSEA/BLS HIST) = SCN (1611) (Bureau of Labor Statistics Historical, OSD Future)",SCN (BLS HIST),0.1648,0.1772,0.1946,0.2191,0.2417,0.2672,0.2882,0.3180,0.3197,0.3492,0.3565,0.3872,0.3999,0.4118,0.4186,0.4268,0.4354,0.4455,0.4555,0.4690,0.4832,0.4971,0.5110,0.5242,0.5295,0.5423,0.5484,0.5543,0.5627,0.5754,0.5845,0.5994,0.6200,0.6235,0.6596,0.6835,0.7138,0.7390,0.7730,0.7993,0.8237,0.8524,0.8803,0.9003,0.9186,0.9362,0.9557,0.9756,0.9957,1.0158,1.0361,1.0568,1.0779,1.0995,1.1215,1.1439,1.1668,1.1901,1.2139,1.2382,1.2630,1.2882,1.3140,1.3403,1.3671,1.3944,1.4223,1.4508,1.4798,1.5094,1.5396,1.5703,1.6018,1.6338,1.6665,1.6998,1.7338,1.7685,1.8038,1.8399,1.8767,1.9142,1.9525,1.9916,2.0314,2.0720,2.1135,2.1558,2.1989,2.2428,2.2877,2.3335
Joint Inflation Calculator April 2019,n,Procurement,Weighted,"WPN = Weapons Procurement, Navy (1507)",WPN,0.1718,0.1795,0.1884,0.1990,0.2152,0.2287,0.2462,0.2579,0.2731,0.3054,0.3366,0.3708,0.4136,0.4491,0.4749,0.4941,0.5086,0.5262,0.5452,0.5666,0.5888,0.6092,0.6246,0.6404,0.6521,0.6649,0.6755,0.6839,0.6907,0.6988,0.7075,0.7170,0.7262,0.7339,0.7490,0.7712,0.7925,0.8124,0.8301,0.8432,0.8554,0.8700,0.8866,0.9000,0.9128,0.9256,0.9404,0.9575,0.9767,0.9966,1.0166,1.0369,1.0576,1.0788,1.1004,1.1224,1.1448,1.1677,1.1911,1.2149,1.2392,1.2640,1.2892,1.3150,1.3413,1.3682,1.3955,1.4234,1.4519,1.4809,1.5106,1.5408,1.5716,1.6030,1.6351,1.6678,1.7011,1.7352,1.7699,1.8053,1.8414,1.8782,1.9158,1.9541,1.9931,2.0330,2.0737,2.1151,2.1574,2.2006,2.2446,2.2895
